"geoid20","census_tract","geoid10","race_ethnicity","cnty","county2","count","moe","opp_class","opp_index"
"53033022702","Census Tract 227.02; King County; Washington","53033022702","Other or Multiple Races",33,"King",488,188.11166896288,4,"High"
"53033022702","Census Tract 227.02; King County; Washington","53033022702","White",33,"King",2860,292,4,"High"
"53033022703","Census Tract 227.03; King County; Washington","53033022703","AIAN",33,"King",5,9,4,"High"
"53033022703","Census Tract 227.03; King County; Washington","53033022703","Asian",33,"King",648,185,4,"High"
"53033022703","Census Tract 227.03; King County; Washington","53033022703","Black/African American",33,"King",37,41,4,"High"
"53033022703","Census Tract 227.03; King County; Washington","53033022703","Hispanic/Latinx",33,"King",170,125,4,"High"
"53033022703","Census Tract 227.03; King County; Washington","53033022703","NHOPI",33,"King",0,13,4,"High"
"53033022703","Census Tract 227.03; King County; Washington","53033022703","Other or Multiple Races",33,"King",623,279.94642344563,4,"High"
"53033022703","Census Tract 227.03; King County; Washington","53033022703","White",33,"King",1799,292,4,"High"
"53033022803","Census Tract 228.03; King County; Washington","53033022803","AIAN",33,"King",0,18,5,"Very High"
"53033022803","Census Tract 228.03; King County; Washington","53033022803","Asian",33,"King",3852,508,5,"Very High"
"53033022803","Census Tract 228.03; King County; Washington","53033022803","Black/African American",33,"King",281,283,5,"Very High"
"53033022803","Census Tract 228.03; King County; Washington","53033022803","Hispanic/Latinx",33,"King",762,473,5,"Very High"
"53033022803","Census Tract 228.03; King County; Washington","53033022803","NHOPI",33,"King",21,34,5,"Very High"
"53033022803","Census Tract 228.03; King County; Washington","53033022803","Other or Multiple Races",33,"King",187,104.331203386139,5,"Very High"
"53033022803","Census Tract 228.03; King County; Washington","53033022803","White",33,"King",2418,895,5,"Very High"
"53033022804","Census Tract 228.04; King County; Washington","53033022801","AIAN",33,"King",0,18,5,"Very High"
"53033022804","Census Tract 228.04; King County; Washington","53033022801","Asian",33,"King",2491,647,5,"Very High"
"53033022804","Census Tract 228.04; King County; Washington","53033022801","Black/African American",33,"King",117,106,5,"Very High"
"53033022804","Census Tract 228.04; King County; Washington","53033022801","Hispanic/Latinx",33,"King",346,236,5,"Very High"
"53033022804","Census Tract 228.04; King County; Washington","53033022801","NHOPI",33,"King",162,154,5,"Very High"
"53033022804","Census Tract 228.04; King County; Washington","53033022801","Other or Multiple Races",33,"King",719,387.929117236642,5,"Very High"
"53033022804","Census Tract 228.04; King County; Washington","53033022801","White",33,"King",1563,418,5,"Very High"
"53033022805","Census Tract 228.05; King County; Washington","53033022801","AIAN",33,"King",0,13,5,"Very High"
"53033022805","Census Tract 228.05; King County; Washington","53033022801","Asian",33,"King",1680,515,5,"Very High"
"53033022805","Census Tract 228.05; King County; Washington","53033022801","Black/African American",33,"King",32,48,5,"Very High"
"53033022805","Census Tract 228.05; King County; Washington","53033022801","Hispanic/Latinx",33,"King",85,80,5,"Very High"
"53033022805","Census Tract 228.05; King County; Washington","53033022801","NHOPI",33,"King",0,13,5,"Very High"
"53033022805","Census Tract 228.05; King County; Washington","53033022801","Other or Multiple Races",33,"King",188,102.49878048055,5,"Very High"
"53033022805","Census Tract 228.05; King County; Washington","53033022801","White",33,"King",1518,296,5,"Very High"
"53033022901","Census Tract 229.01; King County; Washington","53033022901","AIAN",33,"King",0,13,4,"High"
"53033022901","Census Tract 229.01; King County; Washington","53033022901","Asian",33,"King",850,301,4,"High"
"53033022901","Census Tract 229.01; King County; Washington","53033022901","Black/African American",33,"King",19,25,4,"High"
"53033022901","Census Tract 229.01; King County; Washington","53033022901","Hispanic/Latinx",33,"King",100,89,4,"High"
"53033022901","Census Tract 229.01; King County; Washington","53033022901","NHOPI",33,"King",10,17,4,"High"
"53033022901","Census Tract 229.01; King County; Washington","53033022901","Other or Multiple Races",33,"King",546,187.056141305224,4,"High"
"53033022901","Census Tract 229.01; King County; Washington","53033022901","White",33,"King",1924,504,4,"High"
"53033022902","Census Tract 229.02; King County; Washington","53033022902","AIAN",33,"King",0,18,5,"Very High"
"53033022902","Census Tract 229.02; King County; Washington","53033022902","Asian",33,"King",1859,550,5,"Very High"
"53033022902","Census Tract 229.02; King County; Washington","53033022902","Black/African American",33,"King",117,125,5,"Very High"
"53033022902","Census Tract 229.02; King County; Washington","53033022902","Hispanic/Latinx",33,"King",151,130,5,"Very High"
"53033022902","Census Tract 229.02; King County; Washington","53033022902","NHOPI",33,"King",0,18,5,"Very High"
"53033022902","Census Tract 229.02; King County; Washington","53033022902","Other or Multiple Races",33,"King",592,268.151076820512,5,"Very High"
"53033022902","Census Tract 229.02; King County; Washington","53033022902","White",33,"King",4298,469,5,"Very High"
"53033023000","Census Tract 230; King County; Washington","53033023000","AIAN",33,"King",0,18,5,"Very High"
"53033023000","Census Tract 230; King County; Washington","53033023000","Asian",33,"King",2204,366,5,"Very High"
"53033023000","Census Tract 230; King County; Washington","53033023000","Black/African American",33,"King",93,81,5,"Very High"
"53033023000","Census Tract 230; King County; Washington","53033023000","Hispanic/Latinx",33,"King",720,311,5,"Very High"
"53033023000","Census Tract 230; King County; Washington","53033023000","NHOPI",33,"King",0,18,5,"Very High"
"53033023000","Census Tract 230; King County; Washington","53033023000","Other or Multiple Races",33,"King",1086,317.138770887446,5,"Very High"
"53033023000","Census Tract 230; King County; Washington","53033023000","White",33,"King",3665,431,5,"Very High"
"53033023100","Census Tract 231; King County; Washington","53033023100","AIAN",33,"King",0,13,5,"Very High"
"53033023100","Census Tract 231; King County; Washington","53033023100","Asian",33,"King",1152,245,5,"Very High"
"53033023100","Census Tract 231; King County; Washington","53033023100","Black/African American",33,"King",70,71,5,"Very High"
"53033023100","Census Tract 231; King County; Washington","53033023100","Hispanic/Latinx",33,"King",343,194,5,"Very High"
"53033023100","Census Tract 231; King County; Washington","53033023100","NHOPI",33,"King",0,13,5,"Very High"
"53033023100","Census Tract 231; King County; Washington","53033023100","Other or Multiple Races",33,"King",421,259.148606015931,5,"Very High"
"53033023100","Census Tract 231; King County; Washington","53033023100","White",33,"King",2655,431,5,"Very High"
"53033023201","Census Tract 232.01; King County; Washington","53033023201","AIAN",33,"King",0,18,5,"Very High"
"53033023201","Census Tract 232.01; King County; Washington","53033023201","Asian",33,"King",3678,743,5,"Very High"
"53033023201","Census Tract 232.01; King County; Washington","53033023201","Black/African American",33,"King",60,96,5,"Very High"
"53033023201","Census Tract 232.01; King County; Washington","53033023201","Hispanic/Latinx",33,"King",313,200,5,"Very High"
"53033023201","Census Tract 232.01; King County; Washington","53033023201","NHOPI",33,"King",0,18,5,"Very High"
"53033023201","Census Tract 232.01; King County; Washington","53033023201","Other or Multiple Races",33,"King",288,163.578727223316,5,"Very High"
"53033023201","Census Tract 232.01; King County; Washington","53033023201","White",33,"King",1851,343,5,"Very High"
"53033023202","Census Tract 232.02; King County; Washington","53033023202","AIAN",33,"King",18,28,4,"High"
"53033023202","Census Tract 232.02; King County; Washington","53033023202","Asian",33,"King",1501,518,4,"High"
"53033023202","Census Tract 232.02; King County; Washington","53033023202","Black/African American",33,"King",176,125,4,"High"
"53033023202","Census Tract 232.02; King County; Washington","53033023202","Hispanic/Latinx",33,"King",1151,423,4,"High"
"53033023202","Census Tract 232.02; King County; Washington","53033023202","NHOPI",33,"King",0,18,4,"High"
"53033023202","Census Tract 232.02; King County; Washington","53033023202","Other or Multiple Races",33,"King",263,129.170430052702,4,"High"
"53033023202","Census Tract 232.02; King County; Washington","53033023202","White",33,"King",2119,765,4,"High"
"53033023300","Census Tract 233; King County; Washington","53033023300","AIAN",33,"King",16,25,4,"High"
"53033023300","Census Tract 233; King County; Washington","53033023300","Asian",33,"King",1415,480,4,"High"
"53033023300","Census Tract 233; King County; Washington","53033023300","Black/African American",33,"King",949,965,4,"High"
"53033023300","Census Tract 233; King County; Washington","53033023300","Hispanic/Latinx",33,"King",758,467,4,"High"
"53033023300","Census Tract 233; King County; Washington","53033023300","NHOPI",33,"King",0,18,4,"High"
"53033023300","Census Tract 233; King County; Washington","53033023300","Other or Multiple Races",33,"King",1167,400.164965982781,4,"High"
"53033023300","Census Tract 233; King County; Washington","53033023300","White",33,"King",4023,611,4,"High"
"53033023401","Census Tract 234.01; King County; Washington","53033023401","AIAN",33,"King",39,51,4,"High"
"53033023401","Census Tract 234.01; King County; Washington","53033023401","Asian",33,"King",1719,611,4,"High"
"53033023401","Census Tract 234.01; King County; Washington","53033023401","Black/African American",33,"King",198,189,4,"High"
"53033023401","Census Tract 234.01; King County; Washington","53033023401","Hispanic/Latinx",33,"King",570,339,4,"High"
"53033023401","Census Tract 234.01; King County; Washington","53033023401","NHOPI",33,"King",0,13,4,"High"
"53033023401","Census Tract 234.01; King County; Washington","53033023401","Other or Multiple Races",33,"King",328,117.537228144958,4,"High"
"53033023401","Census Tract 234.01; King County; Washington","53033023401","White",33,"King",1630,300,4,"High"
"53033023403","Census Tract 234.03; King County; Washington","53033023403","AIAN",33,"King",22,47,4,"High"
"53033023403","Census Tract 234.03; King County; Washington","53033023403","Asian",33,"King",1100,216,4,"High"
"53033023403","Census Tract 234.03; King County; Washington","53033023403","Black/African American",33,"King",84,68,4,"High"
"53033023403","Census Tract 234.03; King County; Washington","53033023403","Hispanic/Latinx",33,"King",265,177,4,"High"
"53033023403","Census Tract 234.03; King County; Washington","53033023403","NHOPI",33,"King",8,14,4,"High"
"53033023403","Census Tract 234.03; King County; Washington","53033023403","Other or Multiple Races",33,"King",422,135.9080571563,4,"High"
"53033023403","Census Tract 234.03; King County; Washington","53033023403","White",33,"King",2432,300,4,"High"
"53033023404","Census Tract 234.04; King County; Washington","53033023404","AIAN",33,"King",0,13,5,"Very High"
"53033023404","Census Tract 234.04; King County; Washington","53033023404","Asian",33,"King",466,83,5,"Very High"
"53033023404","Census Tract 234.04; King County; Washington","53033023404","Black/African American",33,"King",12,20,5,"Very High"
"53033023404","Census Tract 234.04; King County; Washington","53033023404","Hispanic/Latinx",33,"King",179,123,5,"Very High"
"53033023404","Census Tract 234.04; King County; Washington","53033023404","NHOPI",33,"King",0,13,5,"Very High"
"53033023404","Census Tract 234.04; King County; Washington","53033023404","Other or Multiple Races",33,"King",314,145.416642788919,5,"Very High"
"53033023404","Census Tract 234.04; King County; Washington","53033023404","White",33,"King",2853,566,5,"Very High"
"53033023500","Census Tract 235; King County; Washington","53033023500","AIAN",33,"King",0,13,5,"Very High"
"53033023500","Census Tract 235; King County; Washington","53033023500","Asian",33,"King",1144,228,5,"Very High"
"53033023500","Census Tract 235; King County; Washington","53033023500","Black/African American",33,"King",71,86,5,"Very High"
"53033023500","Census Tract 235; King County; Washington","53033023500","Hispanic/Latinx",33,"King",106,84,5,"Very High"
"53033023500","Census Tract 235; King County; Washington","53033023500","NHOPI",33,"King",40,65,5,"Very High"
"53033023500","Census Tract 235; King County; Washington","53033023500","Other or Multiple Races",33,"King",368,121.49897118906,5,"Very High"
"53033023500","Census Tract 235; King County; Washington","53033023500","White",33,"King",2500,650,5,"Very High"
"53033023601","Census Tract 236.01; King County; Washington","53033023601","AIAN",33,"King",0,13,5,"Very High"
"53033023601","Census Tract 236.01; King County; Washington","53033023601","Asian",33,"King",1961,377,5,"Very High"
"53033023601","Census Tract 236.01; King County; Washington","53033023601","Black/African American",33,"King",55,54,5,"Very High"
"53033023601","Census Tract 236.01; King County; Washington","53033023601","Hispanic/Latinx",33,"King",151,123,5,"Very High"
"53033023601","Census Tract 236.01; King County; Washington","53033023601","NHOPI",33,"King",0,13,5,"Very High"
"53033023601","Census Tract 236.01; King County; Washington","53033023601","Other or Multiple Races",33,"King",424,171.341763735524,5,"Very High"
"53033023601","Census Tract 236.01; King County; Washington","53033023601","White",33,"King",2214,443,5,"Very High"
"53033023603","Census Tract 236.03; King County; Washington","53033023603","AIAN",33,"King",0,18,3,"Moderate"
"53033023603","Census Tract 236.03; King County; Washington","53033023603","Asian",33,"King",3282,614,3,"Moderate"
"53033023603","Census Tract 236.03; King County; Washington","53033023603","Black/African American",33,"King",110,172,3,"Moderate"
"53033023603","Census Tract 236.03; King County; Washington","53033023603","Hispanic/Latinx",33,"King",1328,808,3,"Moderate"
"53033023603","Census Tract 236.03; King County; Washington","53033023603","NHOPI",33,"King",0,18,3,"Moderate"
"53033023603","Census Tract 236.03; King County; Washington","53033023603","Other or Multiple Races",33,"King",736,311.361526203865,3,"Moderate"
"53033023603","Census Tract 236.03; King County; Washington","53033023603","White",33,"King",1476,372,3,"Moderate"
"53033023604","Census Tract 236.04; King County; Washington","53033023604","AIAN",33,"King",16,26,4,"High"
"53033023604","Census Tract 236.04; King County; Washington","53033023604","Asian",33,"King",2376,674,4,"High"
"53033023604","Census Tract 236.04; King County; Washington","53033023604","Black/African American",33,"King",254,193,4,"High"
"53033023604","Census Tract 236.04; King County; Washington","53033023604","Hispanic/Latinx",33,"King",597,262,4,"High"
"53033023604","Census Tract 236.04; King County; Washington","53033023604","NHOPI",33,"King",0,18,4,"High"
"53033023604","Census Tract 236.04; King County; Washington","53033023604","Other or Multiple Races",33,"King",790,386.994832006837,4,"High"
"53033023604","Census Tract 236.04; King County; Washington","53033023604","White",33,"King",2600,445,4,"High"
"53033023701","Census Tract 237.01; King County; Washington","53033023700","AIAN",33,"King",0,13,4,"High"
"53033023701","Census Tract 237.01; King County; Washington","53033023700","Asian",33,"King",1467,281,4,"High"
"53033023701","Census Tract 237.01; King County; Washington","53033023700","Black/African American",33,"King",47,39,4,"High"
"53033023701","Census Tract 237.01; King County; Washington","53033023700","Hispanic/Latinx",33,"King",194,175,4,"High"
"53033023701","Census Tract 237.01; King County; Washington","53033023700","NHOPI",33,"King",47,76,4,"High"
"53033023701","Census Tract 237.01; King County; Washington","53033023700","Other or Multiple Races",33,"King",452,135.749769797227,4,"High"
"53033023701","Census Tract 237.01; King County; Washington","53033023700","White",33,"King",2470,407,4,"High"
"53033023702","Census Tract 237.02; King County; Washington","53033023700","AIAN",33,"King",0,13,4,"High"
"53033023702","Census Tract 237.02; King County; Washington","53033023700","Asian",33,"King",750,265,4,"High"
"53033023702","Census Tract 237.02; King County; Washington","53033023700","Black/African American",33,"King",19,92,4,"High"
"53033023702","Census Tract 237.02; King County; Washington","53033023700","Hispanic/Latinx",33,"King",15,21,4,"High"
"53033023702","Census Tract 237.02; King County; Washington","53033023700","NHOPI",33,"King",0,13,4,"High"
"53033023702","Census Tract 237.02; King County; Washington","53033023700","Other or Multiple Races",33,"King",0,13,4,"High"
"53033023702","Census Tract 237.02; King County; Washington","53033023700","White",33,"King",238,89,4,"High"
"53033023801","Census Tract 238.01; King County; Washington","53033023801","AIAN",33,"King",0,13,5,"Very High"
"53033023801","Census Tract 238.01; King County; Washington","53033023801","Asian",33,"King",1443,304,5,"Very High"
"53033023801","Census Tract 238.01; King County; Washington","53033023801","Black/African American",33,"King",56,92,5,"Very High"
"53033023801","Census Tract 238.01; King County; Washington","53033023801","Hispanic/Latinx",33,"King",502,416,5,"Very High"
"53033023801","Census Tract 238.01; King County; Washington","53033023801","NHOPI",33,"King",7,11,5,"Very High"
"53033023801","Census Tract 238.01; King County; Washington","53033023801","Other or Multiple Races",33,"King",504,211.518320719506,5,"Very High"
"53033023801","Census Tract 238.01; King County; Washington","53033023801","White",33,"King",1033,244,5,"Very High"
"53033023805","Census Tract 238.05; King County; Washington","53033023803","AIAN",33,"King",0,13,5,"Very High"
"53033023805","Census Tract 238.05; King County; Washington","53033023803","Asian",33,"King",1538,407,5,"Very High"
"53033023805","Census Tract 238.05; King County; Washington","53033023803","Black/African American",33,"King",31,51,5,"Very High"
"53033023805","Census Tract 238.05; King County; Washington","53033023803","Hispanic/Latinx",33,"King",245,214,5,"Very High"
"53033023805","Census Tract 238.05; King County; Washington","53033023803","NHOPI",33,"King",28,43,5,"Very High"
"53033023805","Census Tract 238.05; King County; Washington","53033023803","Other or Multiple Races",33,"King",548,334.390490295403,5,"Very High"
"53033023805","Census Tract 238.05; King County; Washington","53033023803","White",33,"King",1309,276,5,"Very High"
"53033023806","Census Tract 238.06; King County; Washington","53033023803","AIAN",33,"King",0,13,5,"Very High"
"53033023806","Census Tract 238.06; King County; Washington","53033023803","Asian",33,"King",1533,467,5,"Very High"
"53033023806","Census Tract 238.06; King County; Washington","53033023803","Black/African American",33,"King",94,85,5,"Very High"
"53033023806","Census Tract 238.06; King County; Washington","53033023803","Hispanic/Latinx",33,"King",112,86,5,"Very High"
"53033023806","Census Tract 238.06; King County; Washington","53033023803","NHOPI",33,"King",0,13,5,"Very High"
"53033023806","Census Tract 238.06; King County; Washington","53033023803","Other or Multiple Races",33,"King",269,282.02836736754,5,"Very High"
"53033023806","Census Tract 238.06; King County; Washington","53033023803","White",33,"King",1678,473,5,"Very High"
"53033023807","Census Tract 238.07; King County; Washington","53033023804","AIAN",33,"King",0,18,5,"Very High"
"53033023807","Census Tract 238.07; King County; Washington","53033023804","Asian",33,"King",2698,627,5,"Very High"
"53033023807","Census Tract 238.07; King County; Washington","53033023804","Black/African American",33,"King",282,240,5,"Very High"
"53033023807","Census Tract 238.07; King County; Washington","53033023804","Hispanic/Latinx",33,"King",289,190,5,"Very High"
"53033023807","Census Tract 238.07; King County; Washington","53033023804","NHOPI",33,"King",0,18,5,"Very High"
"53033023807","Census Tract 238.07; King County; Washington","53033023804","Other or Multiple Races",33,"King",544,231.71965820793,5,"Very High"
"53033023807","Census Tract 238.07; King County; Washington","53033023804","White",33,"King",2476,414,5,"Very High"
"53033023808","Census Tract 238.08; King County; Washington","53033023804","AIAN",33,"King",58,81,5,"Very High"
"53033023808","Census Tract 238.08; King County; Washington","53033023804","Asian",33,"King",1141,264,5,"Very High"
"53033023808","Census Tract 238.08; King County; Washington","53033023804","Black/African American",33,"King",106,111,5,"Very High"
"53033023808","Census Tract 238.08; King County; Washington","53033023804","Hispanic/Latinx",33,"King",170,110,5,"Very High"
"53033023808","Census Tract 238.08; King County; Washington","53033023804","NHOPI",33,"King",0,13,5,"Very High"
"53033023808","Census Tract 238.08; King County; Washington","53033023804","Other or Multiple Races",33,"King",384,157.680055809224,5,"Very High"
"53033023808","Census Tract 238.08; King County; Washington","53033023804","White",33,"King",985,246,5,"Very High"
"53033023901","Census Tract 239.01; King County; Washington","53033023900","AIAN",33,"King",53,60,5,"Very High"
"53033023901","Census Tract 239.01; King County; Washington","53033023900","Asian",33,"King",1095,233,5,"Very High"
"53033023901","Census Tract 239.01; King County; Washington","53033023900","Black/African American",33,"King",115,93,5,"Very High"
"53033023901","Census Tract 239.01; King County; Washington","53033023900","Hispanic/Latinx",33,"King",387,215,5,"Very High"
"53033023901","Census Tract 239.01; King County; Washington","53033023900","NHOPI",33,"King",0,13,5,"Very High"
"53033023901","Census Tract 239.01; King County; Washington","53033023900","Other or Multiple Races",33,"King",1213,721.668206310906,5,"Very High"
"53033023901","Census Tract 239.01; King County; Washington","53033023900","White",33,"King",2290,544,5,"Very High"
"53033023902","Census Tract 239.02; King County; Washington","53033023900","AIAN",33,"King",0,13,5,"Very High"
"53033023902","Census Tract 239.02; King County; Washington","53033023900","Asian",33,"King",764,243,5,"Very High"
"53033023902","Census Tract 239.02; King County; Washington","53033023900","Black/African American",33,"King",0,13,5,"Very High"
"53033023902","Census Tract 239.02; King County; Washington","53033023900","Hispanic/Latinx",33,"King",80,80,5,"Very High"
"53033023902","Census Tract 239.02; King County; Washington","53033023900","NHOPI",33,"King",21,33,5,"Very High"
"53033023902","Census Tract 239.02; King County; Washington","53033023900","Other or Multiple Races",33,"King",200,118.810773922233,5,"Very High"
"53033023902","Census Tract 239.02; King County; Washington","53033023900","White",33,"King",1799,425,5,"Very High"
"53033024001","Census Tract 240.01; King County; Washington","53033024000","AIAN",33,"King",0,13,5,"Very High"
"53033024001","Census Tract 240.01; King County; Washington","53033024000","Asian",33,"King",2145,340,5,"Very High"
"53033024001","Census Tract 240.01; King County; Washington","53033024000","Black/African American",33,"King",0,13,5,"Very High"
"53033024001","Census Tract 240.01; King County; Washington","53033024000","Hispanic/Latinx",33,"King",51,71,5,"Very High"
"53033024001","Census Tract 240.01; King County; Washington","53033024000","NHOPI",33,"King",0,13,5,"Very High"
"53033024001","Census Tract 240.01; King County; Washington","53033024000","Other or Multiple Races",33,"King",280,153.577342078837,5,"Very High"
"53033024001","Census Tract 240.01; King County; Washington","53033024000","White",33,"King",1999,426,5,"Very High"
"53033024002","Census Tract 240.02; King County; Washington","53033024000","AIAN",33,"King",0,13,5,"Very High"
"53033024002","Census Tract 240.02; King County; Washington","53033024000","Asian",33,"King",1846,513,5,"Very High"
"53033024002","Census Tract 240.02; King County; Washington","53033024000","Black/African American",33,"King",67,72,5,"Very High"
"53033024002","Census Tract 240.02; King County; Washington","53033024000","Hispanic/Latinx",33,"King",97,97,5,"Very High"
"53033024002","Census Tract 240.02; King County; Washington","53033024000","NHOPI",33,"King",0,13,5,"Very High"
"53033024002","Census Tract 240.02; King County; Washington","53033024000","Other or Multiple Races",33,"King",184,109.52168735004,5,"Very High"
"53033024002","Census Tract 240.02; King County; Washington","53033024000","White",33,"King",1945,663,5,"Very High"
"53033024100","Census Tract 241; King County; Washington","53033024100","AIAN",33,"King",0,13,5,"Very High"
"53033024100","Census Tract 241; King County; Washington","53033024100","Asian",33,"King",1439,195,5,"Very High"
"53033024100","Census Tract 241; King County; Washington","53033024100","Black/African American",33,"King",0,13,5,"Very High"
"53033024100","Census Tract 241; King County; Washington","53033024100","Hispanic/Latinx",33,"King",98,50,5,"Very High"
"53033024100","Census Tract 241; King County; Washington","53033024100","NHOPI",33,"King",9,14,5,"Very High"
"53033024100","Census Tract 241; King County; Washington","53033024100","Other or Multiple Races",33,"King",791,245.967477524977,5,"Very High"
"53033024100","Census Tract 241; King County; Washington","53033024100","White",33,"King",2766,230,5,"Very High"
"53033024200","Census Tract 242; King County; Washington","53033024200","AIAN",33,"King",6,8,5,"Very High"
"53033024200","Census Tract 242; King County; Washington","53033024200","Asian",33,"King",797,157,5,"Very High"
"53033024200","Census Tract 242; King County; Washington","53033024200","Black/African American",33,"King",6,10,5,"Very High"
"53033024200","Census Tract 242; King County; Washington","53033024200","Hispanic/Latinx",33,"King",18,17,5,"Very High"
"53033024200","Census Tract 242; King County; Washington","53033024200","NHOPI",33,"King",0,13,5,"Very High"
"53033024200","Census Tract 242; King County; Washington","53033024200","Other or Multiple Races",33,"King",585,437.477999446829,5,"Very High"
"53033024200","Census Tract 242; King County; Washington","53033024200","White",33,"King",1796,245,5,"Very High"
"53033024301","Census Tract 243.01; King County; Washington","53033024300","AIAN",33,"King",0,13,5,"Very High"
"53033024301","Census Tract 243.01; King County; Washington","53033024300","Asian",33,"King",979,351,5,"Very High"
"53033024301","Census Tract 243.01; King County; Washington","53033024300","Black/African American",33,"King",124,154,5,"Very High"
"53033024301","Census Tract 243.01; King County; Washington","53033024300","Hispanic/Latinx",33,"King",177,135,5,"Very High"
"53033024301","Census Tract 243.01; King County; Washington","53033024300","NHOPI",33,"King",0,13,5,"Very High"
"53033024301","Census Tract 243.01; King County; Washington","53033024300","Other or Multiple Races",33,"King",610,231.83614903634,5,"Very High"
"53033024301","Census Tract 243.01; King County; Washington","53033024300","White",33,"King",3115,542,5,"Very High"
"53033024302","Census Tract 243.02; King County; Washington","53033024300","AIAN",33,"King",0,13,5,"Very High"
"53033024302","Census Tract 243.02; King County; Washington","53033024300","Asian",33,"King",712,166,5,"Very High"
"53033024302","Census Tract 243.02; King County; Washington","53033024300","Black/African American",33,"King",20,31,5,"Very High"
"53033024302","Census Tract 243.02; King County; Washington","53033024300","Hispanic/Latinx",33,"King",79,73,5,"Very High"
"53033024302","Census Tract 243.02; King County; Washington","53033024300","NHOPI",33,"King",0,13,5,"Very High"
"53033024302","Census Tract 243.02; King County; Washington","53033024300","Other or Multiple Races",33,"King",620,246.060968054667,5,"Very High"
"53033024302","Census Tract 243.02; King County; Washington","53033024300","White",33,"King",3096,506,5,"Very High"
"53033024400","Census Tract 244; King County; Washington","53033024400","AIAN",33,"King",0,13,5,"Very High"
"53033024400","Census Tract 244; King County; Washington","53033024400","Asian",33,"King",1360,542,5,"Very High"
"53033024400","Census Tract 244; King County; Washington","53033024400","Black/African American",33,"King",30,36,5,"Very High"
"53033024400","Census Tract 244; King County; Washington","53033024400","Hispanic/Latinx",33,"King",183,135,5,"Very High"
"53033024400","Census Tract 244; King County; Washington","53033024400","NHOPI",33,"King",0,13,5,"Very High"
"53033024400","Census Tract 244; King County; Washington","53033024400","Other or Multiple Races",33,"King",334,171.749818049394,5,"Very High"
"53033024400","Census Tract 244; King County; Washington","53033024400","White",33,"King",1431,242,5,"Very High"
"53033024500","Census Tract 245; King County; Washington","53033024500","AIAN",33,"King",0,18,5,"Very High"
"53033024500","Census Tract 245; King County; Washington","53033024500","Asian",33,"King",1023,211,5,"Very High"
"53033024500","Census Tract 245; King County; Washington","53033024500","Black/African American",33,"King",68,65,5,"Very High"
"53033024500","Census Tract 245; King County; Washington","53033024500","Hispanic/Latinx",33,"King",174,134,5,"Very High"
"53033024500","Census Tract 245; King County; Washington","53033024500","NHOPI",33,"King",0,18,5,"Very High"
"53033024500","Census Tract 245; King County; Washington","53033024500","Other or Multiple Races",33,"King",1142,349.778501340491,5,"Very High"
"53033024500","Census Tract 245; King County; Washington","53033024500","White",33,"King",3190,330,5,"Very High"
"53033024601","Census Tract 246.01; King County; Washington","53033024601","AIAN",33,"King",0,13,4,"High"
"53033024601","Census Tract 246.01; King County; Washington","53033024601","Asian",33,"King",771,190,4,"High"
"53033024601","Census Tract 246.01; King County; Washington","53033024601","Black/African American",33,"King",51,61,4,"High"
"53033024601","Census Tract 246.01; King County; Washington","53033024601","Hispanic/Latinx",33,"King",99,68,4,"High"
"53033024601","Census Tract 246.01; King County; Washington","53033024601","NHOPI",33,"King",0,13,4,"High"
"53033024601","Census Tract 246.01; King County; Washington","53033024601","Other or Multiple Races",33,"King",660,289.668776363625,4,"High"
"53033024601","Census Tract 246.01; King County; Washington","53033024601","White",33,"King",3491,457,4,"High"
"53033024602","Census Tract 246.02; King County; Washington","53033024602","AIAN",33,"King",8,13,5,"Very High"
"53033024602","Census Tract 246.02; King County; Washington","53033024602","Asian",33,"King",767,128,5,"Very High"
"53033024602","Census Tract 246.02; King County; Washington","53033024602","Black/African American",33,"King",31,55,5,"Very High"
"53033024602","Census Tract 246.02; King County; Washington","53033024602","Hispanic/Latinx",33,"King",114,107,5,"Very High"
"53033024602","Census Tract 246.02; King County; Washington","53033024602","NHOPI",33,"King",0,13,5,"Very High"
"53033024602","Census Tract 246.02; King County; Washington","53033024602","Other or Multiple Races",33,"King",633,371.66517189535,5,"Very High"
"53033024602","Census Tract 246.02; King County; Washington","53033024602","White",33,"King",2308,282,5,"Very High"
"53033024701","Census Tract 247.01; King County; Washington","53033024701","AIAN",33,"King",0,13,5,"Very High"
"53033024701","Census Tract 247.01; King County; Washington","53033024701","Asian",33,"King",1587,296,5,"Very High"
"53033024701","Census Tract 247.01; King County; Washington","53033024701","Black/African American",33,"King",139,121,5,"Very High"
"53033024701","Census Tract 247.01; King County; Washington","53033024701","Hispanic/Latinx",33,"King",275,131,5,"Very High"
"53033024701","Census Tract 247.01; King County; Washington","53033024701","NHOPI",33,"King",7,15,5,"Very High"
"53033024701","Census Tract 247.01; King County; Washington","53033024701","Other or Multiple Races",33,"King",277,113.057507490657,5,"Very High"
"53033024701","Census Tract 247.01; King County; Washington","53033024701","White",33,"King",1380,278,5,"Very High"
"53033024703","Census Tract 247.03; King County; Washington","53033024702","AIAN",33,"King",0,13,4,"High"
"53033024703","Census Tract 247.03; King County; Washington","53033024702","Asian",33,"King",1520,491,4,"High"
"53033024703","Census Tract 247.03; King County; Washington","53033024702","Black/African American",33,"King",71,67,4,"High"
